id_respuesta,grupo_interes,tema_id,tema_nombre,relevancia_num,relevancia_label
ad7e4c77609c75b8,Colaboradores,21,FOMENTO DE LA CREACIÓN DEL EMPLEO LOCAL,4,RELEVANTE
ad7e4c77609c75b8,Colaboradores,22,ACCIONES PARA MEJORAR LA SALUD EN LAS COMUNIDADES.,3,MEDIANAMENTE RELEVANTE
ad7e4c77609c75b8,Colaboradores,23,INVERSIÓN EN INFRAESTRUCTURA BÁSICA EN LAS COMUNIDADES,2,POCO RELEVANTE
ad7e4c77609c75b8,Colaboradores,24,COMUNICACIÓN Y VINCULO CONTINUO CON MIEMBROS DE LAS COMUNIDADES Y OTROS ACTORES SOCIALES.,3,MEDIANAMENTE RELEVANTE
ad7e4c77609c75b8,Colaboradores,25,"DESARROLLO DE LA ECONOMIA LOCAL, REGIONAL Y EXTRAREGIONAL.",2,POCO RELEVANTE
ad7e4c77609c75b8,Colaboradores,26,IIMPULSO DE INICIATIVAS ORIENTADAS A MEJORAR LA SEGURIDAD VIAL.,2,POCO RELEVANTE
ad7e4c77609c75b8,Colaboradores,27,GESTIÓN ACTIVA ANTE EL AUMENTO DE LA POBLACIÓN TRANSITORIA.,4,RELEVANTE
eed3a203f737085a,Colaboradores,1,RENDICIÓN DE CUENTAS SOBRE LOS IMPACTOS (POSITIVOS Y NEGATIVOS) DE LA ORGANIZACIÓN.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,2,TRANSPARENCIA EN LAS DECISIONES Y ACTIVIDADES DE LA ORGANIZACIÓN.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,3,COMPORTAMIENTO ÉTICO.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,4,RESPETO A LOS INTERESES DE LOS GRUPOS DE INTERÉS,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,5,CUMPLIMIENTO DE LA LEY.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,6,RESPETO A LOS DERECHOS HUMANOS,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,7,"PARTICIPACIÓN INCLUSIVA DE TODOS LOS GRUPOS SOCIALES, ESPECIALMENTE LOS MÁS VULNERABLES (MUJERES, COMUNIDADES INDÍGENAS, ETC.).",5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,8,"PROTECCIÓN DE LOS DERECHOS FUNDAMENTALES EN EL TRABAJO (LIBERTAD DE ASOCIACIÓN, NO DISCRIMINACIÓN, ELIMINACIÓN DEL TRABAJO INFANTIL Y FORZADO).",5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,9,ALTOS ESTÁNDARES LABORALES Y DE PROTECCIÓN SOCIAL.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,10,SALUD Y SEGURIDAD EN EL TRABAJO.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,11,DESARROLLO HUMANO Y CAPACITACIÓN EN EL ÁMBITO LABORAL.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,12,PREVENCIÓN DE LA CONTAMINACIÓN.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,13,"USO SOSTENIBLE DE LOS RECURSOS  (AGUA, SUELO, ENERGÍA, ETC.).",5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,14,ACCIONES FRENTE AL CAMBIO CLIMÁTICO.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,15,PROTECCIÓN Y RESTAURACIÓN DE ECOSISTEMAS Y BIODIVERSIDAD.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,16,"RELACIONES JUSTAS Y TRANSPARENTES CON PROVEEDORES (PAGO JUSTO, ANTICORRUPCIÓN, ETC.)",5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,17,RESPONSABILIDAD COMPARTIDA CON PROVEEDORES Y ORGANIZACIONES ALIADAS.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,18,RESPETO A LOS DERECHOS DE PROPIEDAD FÍSICA E INTELECTUAL.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,19,APOYO A LA EDUCACIÓN Y LA CULTURA EN LAS COMUNIDADES.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,20,IMPULSO A PROYECTOS PRODUCTIVOS Y GENERACIÓN DE INGRESOS EN LAS COMUNIDADES.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,21,FOMENTO DE LA CREACIÓN DEL EMPLEO LOCAL,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,22,ACCIONES PARA MEJORAR LA SALUD EN LAS COMUNIDADES.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,23,INVERSIÓN EN INFRAESTRUCTURA BÁSICA EN LAS COMUNIDADES,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,24,COMUNICACIÓN Y VINCULO CONTINUO CON MIEMBROS DE LAS COMUNIDADES Y OTROS ACTORES SOCIALES.,5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,25,"DESARROLLO DE LA ECONOMIA LOCAL, REGIONAL Y EXTRAREGIONAL.",5,MUY RELEVANTE
eed3a203f737085a,Colaboradores,26,IIMPULSO DE INICIATIVAS ORIENTADAS A MEJORAR LA SEGURIDAD VIAL.,4,RELEVANTE
eed3a203f737085a,Colaboradores,27,GESTIÓN ACTIVA ANTE EL AUMENTO DE LA POBLACIÓN TRANSITORIA.,4,RELEVANTE
d0386b28900c9e88,Colaboradores,1,RENDICIÓN DE CUENTAS SOBRE LOS IMPACTOS (POSITIVOS Y NEGATIVOS) DE LA ORGANIZACIÓN.,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,2,TRANSPARENCIA EN LAS DECISIONES Y ACTIVIDADES DE LA ORGANIZACIÓN.,4,RELEVANTE
d0386b28900c9e88,Colaboradores,3,COMPORTAMIENTO ÉTICO.,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,4,RESPETO A LOS INTERESES DE LOS GRUPOS DE INTERÉS,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,5,CUMPLIMIENTO DE LA LEY.,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,6,RESPETO A LOS DERECHOS HUMANOS,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,7,"PARTICIPACIÓN INCLUSIVA DE TODOS LOS GRUPOS SOCIALES, ESPECIALMENTE LOS MÁS VULNERABLES (MUJERES, COMUNIDADES INDÍGENAS, ETC.).",5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,8,"PROTECCIÓN DE LOS DERECHOS FUNDAMENTALES EN EL TRABAJO (LIBERTAD DE ASOCIACIÓN, NO DISCRIMINACIÓN, ELIMINACIÓN DEL TRABAJO INFANTIL Y FORZADO).",5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,9,ALTOS ESTÁNDARES LABORALES Y DE PROTECCIÓN SOCIAL.,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,10,SALUD Y SEGURIDAD EN EL TRABAJO.,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,11,DESARROLLO HUMANO Y CAPACITACIÓN EN EL ÁMBITO LABORAL.,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,12,PREVENCIÓN DE LA CONTAMINACIÓN.,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,13,"USO SOSTENIBLE DE LOS RECURSOS  (AGUA, SUELO, ENERGÍA, ETC.).",5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,14,ACCIONES FRENTE AL CAMBIO CLIMÁTICO.,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,15,PROTECCIÓN Y RESTAURACIÓN DE ECOSISTEMAS Y BIODIVERSIDAD.,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,16,"RELACIONES JUSTAS Y TRANSPARENTES CON PROVEEDORES (PAGO JUSTO, ANTICORRUPCIÓN, ETC.)",5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,17,RESPONSABILIDAD COMPARTIDA CON PROVEEDORES Y ORGANIZACIONES ALIADAS.,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,18,RESPETO A LOS DERECHOS DE PROPIEDAD FÍSICA E INTELECTUAL.,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,19,APOYO A LA EDUCACIÓN Y LA CULTURA EN LAS COMUNIDADES.,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,20,IMPULSO A PROYECTOS PRODUCTIVOS Y GENERACIÓN DE INGRESOS EN LAS COMUNIDADES.,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,21,FOMENTO DE LA CREACIÓN DEL EMPLEO LOCAL,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,22,ACCIONES PARA MEJORAR LA SALUD EN LAS COMUNIDADES.,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,23,INVERSIÓN EN INFRAESTRUCTURA BÁSICA EN LAS COMUNIDADES,5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,24,COMUNICACIÓN Y VINCULO CONTINUO CON MIEMBROS DE LAS COMUNIDADES Y OTROS ACTORES SOCIALES.,4,RELEVANTE
d0386b28900c9e88,Colaboradores,25,"DESARROLLO DE LA ECONOMIA LOCAL, REGIONAL Y EXTRAREGIONAL.",5,MUY RELEVANTE
d0386b28900c9e88,Colaboradores,26,IIMPULSO DE INICIATIVAS ORIENTADAS A MEJORAR LA SEGURIDAD VIAL.,4,RELEVANTE
d0386b28900c9e88,Colaboradores,27,GESTIÓN ACTIVA ANTE EL AUMENTO DE LA POBLACIÓN TRANSITORIA.,5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,1,RENDICIÓN DE CUENTAS SOBRE LOS IMPACTOS (POSITIVOS Y NEGATIVOS) DE LA ORGANIZACIÓN.,4,RELEVANTE
7f2fea68021229ae,Colaboradores,2,TRANSPARENCIA EN LAS DECISIONES Y ACTIVIDADES DE LA ORGANIZACIÓN.,5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,3,COMPORTAMIENTO ÉTICO.,5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,4,RESPETO A LOS INTERESES DE LOS GRUPOS DE INTERÉS,4,RELEVANTE
7f2fea68021229ae,Colaboradores,5,CUMPLIMIENTO DE LA LEY.,5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,6,RESPETO A LOS DERECHOS HUMANOS,5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,7,"PARTICIPACIÓN INCLUSIVA DE TODOS LOS GRUPOS SOCIALES, ESPECIALMENTE LOS MÁS VULNERABLES (MUJERES, COMUNIDADES INDÍGENAS, ETC.).",5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,8,"PROTECCIÓN DE LOS DERECHOS FUNDAMENTALES EN EL TRABAJO (LIBERTAD DE ASOCIACIÓN, NO DISCRIMINACIÓN, ELIMINACIÓN DEL TRABAJO INFANTIL Y FORZADO).",5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,9,ALTOS ESTÁNDARES LABORALES Y DE PROTECCIÓN SOCIAL.,5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,10,SALUD Y SEGURIDAD EN EL TRABAJO.,5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,11,DESARROLLO HUMANO Y CAPACITACIÓN EN EL ÁMBITO LABORAL.,5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,12,PREVENCIÓN DE LA CONTAMINACIÓN.,5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,13,"USO SOSTENIBLE DE LOS RECURSOS  (AGUA, SUELO, ENERGÍA, ETC.).",5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,14,ACCIONES FRENTE AL CAMBIO CLIMÁTICO.,4,RELEVANTE
7f2fea68021229ae,Colaboradores,15,PROTECCIÓN Y RESTAURACIÓN DE ECOSISTEMAS Y BIODIVERSIDAD.,5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,16,"RELACIONES JUSTAS Y TRANSPARENTES CON PROVEEDORES (PAGO JUSTO, ANTICORRUPCIÓN, ETC.)",5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,17,RESPONSABILIDAD COMPARTIDA CON PROVEEDORES Y ORGANIZACIONES ALIADAS.,5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,18,RESPETO A LOS DERECHOS DE PROPIEDAD FÍSICA E INTELECTUAL.,4,RELEVANTE
7f2fea68021229ae,Colaboradores,19,APOYO A LA EDUCACIÓN Y LA CULTURA EN LAS COMUNIDADES.,5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,20,IMPULSO A PROYECTOS PRODUCTIVOS Y GENERACIÓN DE INGRESOS EN LAS COMUNIDADES.,4,RELEVANTE
7f2fea68021229ae,Colaboradores,21,FOMENTO DE LA CREACIÓN DEL EMPLEO LOCAL,4,RELEVANTE
7f2fea68021229ae,Colaboradores,22,ACCIONES PARA MEJORAR LA SALUD EN LAS COMUNIDADES.,4,RELEVANTE
7f2fea68021229ae,Colaboradores,23,INVERSIÓN EN INFRAESTRUCTURA BÁSICA EN LAS COMUNIDADES,4,RELEVANTE
7f2fea68021229ae,Colaboradores,24,COMUNICACIÓN Y VINCULO CONTINUO CON MIEMBROS DE LAS COMUNIDADES Y OTROS ACTORES SOCIALES.,4,RELEVANTE
7f2fea68021229ae,Colaboradores,25,"DESARROLLO DE LA ECONOMIA LOCAL, REGIONAL Y EXTRAREGIONAL.",5,MUY RELEVANTE
7f2fea68021229ae,Colaboradores,26,IIMPULSO DE INICIATIVAS ORIENTADAS A MEJORAR LA SEGURIDAD VIAL.,4,RELEVANTE
7f2fea68021229ae,Colaboradores,27,GESTIÓN ACTIVA ANTE EL AUMENTO DE LA POBLACIÓN TRANSITORIA.,4,RELEVANTE
c0eb177e15667c1f,Colaboradores,1,RENDICIÓN DE CUENTAS SOBRE LOS IMPACTOS (POSITIVOS Y NEGATIVOS) DE LA ORGANIZACIÓN.,4,RELEVANTE
c0eb177e15667c1f,Colaboradores,2,TRANSPARENCIA EN LAS DECISIONES Y ACTIVIDADES DE LA ORGANIZACIÓN.,3,MEDIANAMENTE RELEVANTE
c0eb177e15667c1f,Colaboradores,3,COMPORTAMIENTO ÉTICO.,4,RELEVANTE
c0eb177e15667c1f,Colaboradores,4,RESPETO A LOS INTERESES DE LOS GRUPOS DE INTERÉS,4,RELEVANTE
c0eb177e15667c1f,Colaboradores,5,CUMPLIMIENTO DE LA LEY.,5,MUY RELEVANTE
c0eb177e15667c1f,Colaboradores,6,RESPETO A LOS DERECHOS HUMANOS,5,MUY RELEVANTE
c0eb177e15667c1f,Colaboradores,7,"PARTICIPACIÓN INCLUSIVA DE TODOS LOS GRUPOS SOCIALES, ESPECIALMENTE LOS MÁS VULNERABLES (MUJERES, COMUNIDADES INDÍGENAS, ETC.).",5,MUY RELEVANTE
c0eb177e15667c1f,Colaboradores,8,"PROTECCIÓN DE LOS DERECHOS FUNDAMENTALES EN EL TRABAJO (LIBERTAD DE ASOCIACIÓN, NO DISCRIMINACIÓN, ELIMINACIÓN DEL TRABAJO INFANTIL Y FORZADO).",5,MUY RELEVANTE
c0eb177e15667c1f,Colaboradores,9,ALTOS ESTÁNDARES LABORALES Y DE PROTECCIÓN SOCIAL.,4,RELEVANTE
c0eb177e15667c1f,Colaboradores,10,SALUD Y SEGURIDAD EN EL TRABAJO.,5,MUY RELEVANTE
c0eb177e15667c1f,Colaboradores,11,DESARROLLO HUMANO Y CAPACITACIÓN EN EL ÁMBITO LABORAL.,4,RELEVANTE
c0eb177e15667c1f,Colaboradores,12,PREVENCIÓN DE LA CONTAMINACIÓN.,5,MUY RELEVANTE
c0eb177e15667c1f,Colaboradores,13,"USO SOSTENIBLE DE LOS RECURSOS  (AGUA, SUELO, ENERGÍA, ETC.).",5,MUY RELEVANTE
c0eb177e15667c1f,Colaboradores,14,ACCIONES FRENTE AL CAMBIO CLIMÁTICO.,4,RELEVANTE
c0eb177e15667c1f,Colaboradores,15,PROTECCIÓN Y RESTAURACIÓN DE ECOSISTEMAS Y BIODIVERSIDAD.,5,MUY RELEVANTE
c0eb177e15667c1f,Colaboradores,16,"RELACIONES JUSTAS Y TRANSPARENTES CON PROVEEDORES (PAGO JUSTO, ANTICORRUPCIÓN, ETC.)",5,MUY RELEVANTE
c0eb177e15667c1f,Colaboradores,17,RESPONSABILIDAD COMPARTIDA CON PROVEEDORES Y ORGANIZACIONES ALIADAS.,5,MUY RELEVANTE
c0eb177e15667c1f,Colaboradores,18,RESPETO A LOS DERECHOS DE PROPIEDAD FÍSICA E INTELECTUAL.,5,MUY RELEVANTE
c0eb177e15667c1f,Colaboradores,19,APOYO A LA EDUCACIÓN Y LA CULTURA EN LAS COMUNIDADES.,5,MUY RELEVANTE
c0eb177e15667c1f,Colaboradores,20,IMPULSO A PROYECTOS PRODUCTIVOS Y GENERACIÓN DE INGRESOS EN LAS COMUNIDADES.,3,MEDIANAMENTE RELEVANTE
c0eb177e15667c1f,Colaboradores,21,FOMENTO DE LA CREACIÓN DEL EMPLEO LOCAL,3,MEDIANAMENTE RELEVANTE
c0eb177e15667c1f,Colaboradores,22,ACCIONES PARA MEJORAR LA SALUD EN LAS COMUNIDADES.,4,RELEVANTE
c0eb177e15667c1f,Colaboradores,23,INVERSIÓN EN INFRAESTRUCTURA BÁSICA EN LAS COMUNIDADES,4,RELEVANTE
c0eb177e15667c1f,Colaboradores,24,COMUNICACIÓN Y VINCULO CONTINUO CON MIEMBROS DE LAS COMUNIDADES Y OTROS ACTORES SOCIALES.,4,RELEVANTE
c0eb177e15667c1f,Colaboradores,25,"DESARROLLO DE LA ECONOMIA LOCAL, REGIONAL Y EXTRAREGIONAL.",3,MEDIANAMENTE RELEVANTE
c0eb177e15667c1f,Colaboradores,26,IIMPULSO DE INICIATIVAS ORIENTADAS A MEJORAR LA SEGURIDAD VIAL.,4,RELEVANTE
c0eb177e15667c1f,Colaboradores,27,GESTIÓN ACTIVA ANTE EL AUMENTO DE LA POBLACIÓN TRANSITORIA.,4,RELEVANTE
e14a164d732185e2,Colaboradores,1,RENDICIÓN DE CUENTAS SOBRE LOS IMPACTOS (POSITIVOS Y NEGATIVOS) DE LA ORGANIZACIÓN.,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,2,TRANSPARENCIA EN LAS DECISIONES Y ACTIVIDADES DE LA ORGANIZACIÓN.,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,3,COMPORTAMIENTO ÉTICO.,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,4,RESPETO A LOS INTERESES DE LOS GRUPOS DE INTERÉS,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,5,CUMPLIMIENTO DE LA LEY.,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,6,RESPETO A LOS DERECHOS HUMANOS,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,7,"PARTICIPACIÓN INCLUSIVA DE TODOS LOS GRUPOS SOCIALES, ESPECIALMENTE LOS MÁS VULNERABLES (MUJERES, COMUNIDADES INDÍGENAS, ETC.).",5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,8,"PROTECCIÓN DE LOS DERECHOS FUNDAMENTALES EN EL TRABAJO (LIBERTAD DE ASOCIACIÓN, NO DISCRIMINACIÓN, ELIMINACIÓN DEL TRABAJO INFANTIL Y FORZADO).",5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,9,ALTOS ESTÁNDARES LABORALES Y DE PROTECCIÓN SOCIAL.,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,10,SALUD Y SEGURIDAD EN EL TRABAJO.,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,11,DESARROLLO HUMANO Y CAPACITACIÓN EN EL ÁMBITO LABORAL.,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,12,PREVENCIÓN DE LA CONTAMINACIÓN.,4,RELEVANTE
e14a164d732185e2,Colaboradores,13,"USO SOSTENIBLE DE LOS RECURSOS  (AGUA, SUELO, ENERGÍA, ETC.).",5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,14,ACCIONES FRENTE AL CAMBIO CLIMÁTICO.,4,RELEVANTE
e14a164d732185e2,Colaboradores,15,PROTECCIÓN Y RESTAURACIÓN DE ECOSISTEMAS Y BIODIVERSIDAD.,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,16,"RELACIONES JUSTAS Y TRANSPARENTES CON PROVEEDORES (PAGO JUSTO, ANTICORRUPCIÓN, ETC.)",5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,17,RESPONSABILIDAD COMPARTIDA CON PROVEEDORES Y ORGANIZACIONES ALIADAS.,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,18,RESPETO A LOS DERECHOS DE PROPIEDAD FÍSICA E INTELECTUAL.,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,19,APOYO A LA EDUCACIÓN Y LA CULTURA EN LAS COMUNIDADES.,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,20,IMPULSO A PROYECTOS PRODUCTIVOS Y GENERACIÓN DE INGRESOS EN LAS COMUNIDADES.,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,21,FOMENTO DE LA CREACIÓN DEL EMPLEO LOCAL,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,22,ACCIONES PARA MEJORAR LA SALUD EN LAS COMUNIDADES.,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,23,INVERSIÓN EN INFRAESTRUCTURA BÁSICA EN LAS COMUNIDADES,4,RELEVANTE
e14a164d732185e2,Colaboradores,24,COMUNICACIÓN Y VINCULO CONTINUO CON MIEMBROS DE LAS COMUNIDADES Y OTROS ACTORES SOCIALES.,5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,25,"DESARROLLO DE LA ECONOMIA LOCAL, REGIONAL Y EXTRAREGIONAL.",5,MUY RELEVANTE
e14a164d732185e2,Colaboradores,26,IIMPULSO DE INICIATIVAS ORIENTADAS A MEJORAR LA SEGURIDAD VIAL.,3,MEDIANAMENTE RELEVANTE
e14a164d732185e2,Colaboradores,27,GESTIÓN ACTIVA ANTE EL AUMENTO DE LA POBLACIÓN TRANSITORIA.,4,RELEVANTE
9ef6cc7f6a10b203,Colaboradores,1,RENDICIÓN DE CUENTAS SOBRE LOS IMPACTOS (POSITIVOS Y NEGATIVOS) DE LA ORGANIZACIÓN.,4,RELEVANTE
9ef6cc7f6a10b203,Colaboradores,2,TRANSPARENCIA EN LAS DECISIONES Y ACTIVIDADES DE LA ORGANIZACIÓN.,5,MUY RELEVANTE
9ef6cc7f6a10b203,Colaboradores,3,COMPORTAMIENTO ÉTICO.,5,MUY RELEVANTE
9ef6cc7f6a10b203,Colaboradores,4,RESPETO A LOS INTERESES DE LOS GRUPOS DE INTERÉS,5,MUY RELEVANTE
9ef6cc7f6a10b203,Colaboradores,5,CUMPLIMIENTO DE LA LEY.,5,MUY RELEVANTE
9ef6cc7f6a10b203,Colaboradores,6,RESPETO A LOS DERECHOS HUMANOS,5,MUY RELEVANTE
9ef6cc7f6a10b203,Colaboradores,7,"PARTICIPACIÓN INCLUSIVA DE TODOS LOS GRUPOS SOCIALES, ESPECIALMENTE LOS MÁS VULNERABLES (MUJERES, COMUNIDADES INDÍGENAS, ETC.).",5,MUY RELEVANTE
9ef6cc7f6a10b203,Colaboradores,8,"PROTECCIÓN DE LOS DERECHOS FUNDAMENTALES EN EL TRABAJO (LIBERTAD DE ASOCIACIÓN, NO DISCRIMINACIÓN, ELIMINACIÓN DEL TRABAJO INFANTIL Y FORZADO).",5,MUY RELEVANTE
9ef6cc7f6a10b203,Colaboradores,9,ALTOS ESTÁNDARES LABORALES Y DE PROTECCIÓN SOCIAL.,5,MUY RELEVANTE
9ef6cc7f6a10b203,Colaboradores,10,SALUD Y SEGURIDAD EN EL TRABAJO.,5,MUY RELEVANTE
9ef6cc7f6a10b203,Colaboradores,11,DESARROLLO HUMANO Y CAPACITACIÓN EN EL ÁMBITO LABORAL.,5,MUY RELEVANTE
9ef6cc7f6a10b203,Colaboradores,12,PREVENCIÓN DE LA CONTAMINACIÓN.,5,MUY RELEVANTE
9ef6cc7f6a10b203,Colaboradores,13,"USO SOSTENIBLE DE LOS RECURSOS  (AGUA, SUELO, ENERGÍA, ETC.).",5,MUY RELEVANTE
